2017-04-22,3,2,1
2017-04-21,7,3,4
2017-04-20,13,5,8
2017-04-19,16,8,8
2017-04-18,8,4,4
2017-04-17,14,6,8
2017-04-16,9,5,4
2017-04-15,6,2,4
2017-04-14,9,9,0
2017-04-13,9,7,2
2017-04-12,11,7,4
2017-04-11,7,7,0
2017-04-10,21,9,12
2017-04-09,19,13,6
2017-04-08,18,6,12
2017-04-07,8,8,0
2017-04-06,21,17,4
2017-04-05,10,8,2
2017-04-04,22,18,4
2017-04-03,16,16,0
2017-04-02,8,6,2
2017-04-01,28,15,13
2017-03-31,25,19,6
2017-03-30,16,10,6
2017-03-29,14,10,4
2017-03-28,21,13,8
2017-03-27,16,14,2
2017-03-26,27,19,8
2017-03-25,23,13,10
2017-03-24,27,18,9
2017-03-23,18,10,8
2017-03-22,12,8,4
2017-03-21,16,14,2
2017-03-20,20,12,8
2017-03-19,18,14,4
2017-03-18,21,17,4
2017-03-17,24,16,8
2017-03-16,23,17,6
2017-03-15,22,20,2
2017-03-14,30,26,4
2017-03-13,35,29,6
2017-03-12,47,35,12
2017-03-11,25,20,5
2017-03-10,33,31,2
2017-03-09,45,29,16
2017-03-08,40,22,18
2017-03-07,26,24,2
2017-03-06,59,35,24
2017-03-05,38,34,4
2017-03-04,39,31,8
2017-03-03,47,35,12
2017-03-02,42,37,5
2017-03-01,68,54,14
2017-02-28,49,39,10
2017-02-27,49,39,10
2017-02-26,41,35,6
2017-02-25,51,41,10
2017-02-24,42,33,9
2017-02-23,52,40,12
2017-02-22,53,37,16
2017-02-21,58,52,6
2017-02-20,66,62,4
2017-02-19,64,52,12
2017-02-18,52,46,6
2017-02-17,63,61,2
2017-02-16,77,69,8
2017-02-15,77,67,10
2017-02-14,66,60,6
2017-02-13,44,40,4
2017-02-12,34,32,2
2017-02-11,19,17,2
2017-02-10,24,20,4
2017-02-09,16,12,4
2017-02-08,14,10,4
2017-02-07,15,10,5
2017-02-06,3,1,2
2017-02-05,2,1,1
2017-01-30,1,0,1
2017-01-27,2,0,1
