2017-04-16,2,0,2
2017-04-11,3,3,0
2017-04-09,8,2,6
2017-04-08,5,3,2
2017-04-07,6,0,6
2017-04-06,2,1,1
2017-04-05,3,3,0
2017-04-04,15,3,12
2017-04-03,8,2,6
2017-04-02,19,7,12
2017-04-01,16,6,10
2017-03-31,22,2,20
2017-03-30,21,5,16
2017-03-29,28,12,16
2017-03-28,31,5,26
2017-03-27,23,7,16
2017-03-26,19,9,10
2017-03-25,20,2,18
2017-03-24,33,9,24
2017-03-23,31,11,20
2017-03-22,38,12,26
2017-03-21,53,18,35
2017-03-20,49,13,36
2017-03-19,52,20,32
2017-03-18,42,22,20
2017-03-17,31,17,14
2017-03-16,24,4,20
2017-03-15,18,8,10
2017-03-14,20,8,12
2017-03-13,13,7,6
2017-03-12,29,17,12
2017-03-11,17,5,12
2017-03-10,29,9,20
2017-03-09,50,20,30
2017-03-08,40,16,24
2017-03-07,37,19,18
2017-03-06,51,23,28
2017-03-05,46,10,36
2017-03-04,47,19,28
2017-03-03,71,21,50
2017-03-02,73,21,52
2017-03-01,98,36,62
2017-02-28,47,21,26
2017-02-27,55,17,38
2017-02-26,73,33,40
2017-02-25,73,26,47
2017-02-24,87,33,54
2017-02-23,94,44,50
2017-02-22,72,32,40
2017-02-21,72,28,44
2017-02-20,62,36,26
2017-02-19,74,40,34
2017-02-18,76,34,42
2017-02-17,88,34,54
2017-02-16,109,31,78
2017-02-15,129,49,80
2017-02-14,97,43,54
2017-02-13,95,35,60
2017-02-12,98,34,64
2017-02-11,80,34,46
2017-02-10,103,39,64
2017-02-09,101,37,64
2017-02-08,100,44,56
2017-02-07,103,26,77
2017-02-06,61,13,48
2017-02-05,56,8,48
2017-02-04,70,8,62
2017-02-03,67,12,55
2017-02-02,52,9,43
2017-02-01,53,5,48
2017-01-31,47,5,42
2017-01-30,43,9,34
2017-01-29,38,5,33
2017-01-28,35,4,31
2017-01-27,54,12,42
2017-01-26,54,7,47
2017-01-25,53,7,46
2017-01-24,103,20,83
2017-01-23,39,4,34
