2017-04-22,4,1,3
2017-04-21,1,1,0
2017-04-20,6,4,2
2017-04-19,6,2,4
2017-04-18,5,3,2
2017-04-17,2,0,2
2017-04-16,7,3,4
2017-04-15,5,5,0
2017-04-14,7,3,4
2017-04-13,3,1,2
2017-04-11,8,2,6
2017-04-10,1,1,0
2017-04-09,5,3,2
2017-04-08,10,4,6
2017-04-07,5,5,0
2017-04-06,7,3,4
2017-04-05,15,4,11
2017-04-04,11,7,4
2017-04-03,16,4,12
2017-04-02,7,1,6
2017-04-01,17,5,12
2017-03-31,13,3,10
2017-03-30,9,1,8
2017-03-29,12,7,5
2017-03-28,10,6,4
2017-03-27,11,9,2
2017-03-26,12,8,4
2017-03-25,16,4,12
2017-03-24,12,10,2
2017-03-23,13,9,4
2017-03-22,19,7,12
2017-03-21,24,8,16
2017-03-20,10,6,4
2017-03-19,19,12,7
2017-03-18,15,13,2
2017-03-17,16,8,8
2017-03-16,18,8,10
2017-03-15,17,1,16
2017-03-14,22,14,8
2017-03-13,7,1,6
2017-03-12,15,9,6
2017-03-11,11,5,6
2017-03-10,7,5,2
2017-03-09,14,4,10
